,cleaned_review,cleaned_review_length,review_score
5583,iodine absolutely love this shiner it well built and has so many features that similarly priced mouse Don rich_person it so whisper lull and smooth as can be it also rechargable which helps out short_ton,35,5.0
2395,after bought sidereal_day later my daughter hide down and its not work now,13,1.0
11663,buy here for my Son he loves them lights and mic employment great,13,5.0
8354,love the keyboard everything about it it was great leverage,10,5.0
4729,iodine bought five of them this class and three already interrupt after few months of light function two have the credit_card steering_wheel axle broken the another matchless just stopped charging and not acknowledge by windows anymore in accession the usb dongle screen separate and got stuck in the laptop usb larboard this shiner is flimsy and Department_of_Energy not last not very ergonomical as well cool lights is the only positive matter to state about this shiner but it eats barrage debar,81,1.0
11169,broke after calendar_month couldn hear out of them anymore,9,4.0
9746,works great in the iniquity luminosity and colors are fantastic and the barrage animation seems to last for days also the bang back from the keys brand typing breeze ll be looking for more products from klim,37,5.0
2521,i rich_person no complaints about this shiner function it daily and it works great beloved the fact it has led lights commend this merchandise,24,1.0
2753,good timbre mouse very easy to pair and it feels nice in your hired_hand like the light-emitting_diode contact,18,1.0
12593,with virtual eruditeness forced upon us we were lucky to have this amazing headset,14,5.0
13101,iodine had my last one for years end up breakage it but got another one and honestly for the monetary_value and how long it lasted as well as timbre it definitely worth while bargain gifted one to my little buddy function this on my xbox and little buddy uses it on his postscript or personal_computer we never have any issues,60,4.0
2037,has nice spirit to it very smooth and responsive like the changing lights around the boundary very colorful,18,1.0
9124,excelent merchandise thanks and very funny with the instructions thanks batch,11,3.0
14176,covenant with great audio,4,5.0
9550,it already does not work had to bargain another keyboard semblance not very bright,14,2.0
3256,worked great for calendar_month shiner connects via usb liquidator ve only disconnected the liquidator few times when not using the shiner however after disconnecting few times can reconnect the liquidator without it being loose the instant my shiner connects it will disconnect because the usb is too loose now after calendar_month edit customer military_service reps have reached out to me offering me money to delete my reappraisal,67,5.0
15319,decent good bulk and long barrage animation and little bigger and better then the flips the care feature_of_speech be ok think but drains the barrage quickly other then that it last long and loud great little loudspeaker glad have it,40,5.0
8662,sleep manner,2,1.0
11896,works like it should the only ailment my Son has is the embroider over the ears feels bit too small but probably just have big mind lol he says the randomness cancel is really good as is the audio would buy again,42,5.0
6877,the usb interruption aside and could no longer use the cordless shiner ugh,13,5.0
15628,i listen to everything from podcasts to classical Rock and metallic_element on this loudspeaker it has great full scope including an impressive sea_bass reaction the soprano is pretty directional and the audio isn hello fi for critical listen very happy with the small size and portability can carry this matter around the firm or back thousand and have my music wherever go overall very satisfied,65,1.0
11230,this worked for two days and then it broke,9,1.0
7262,stop working for no apparent rationality,6,1.0
270,iodine bought this shiner for employment and gaming the first matchless that arrived broke within the first workweek of using it the coil steering_wheel broke returned it and got surrogate now the coil steering_wheel on the surrogate shiner has broken and the tax_return windowpane has close if you re looking for radio shiner do yourself party_favor and spend little supernumerary for timbre that South_Korean_won break after calendar_month or two,69,5.0
11382,really good,2,5.0
10111,keeps sliding off and not much adjustable,7,4.0
6084,love my led luminosity up mouse it very quiet and no more clicking randomness Yay thanks amazon,17,2.0
7153,worked great for calendar_month shiner connects via usb liquidator ve only unplug the liquidator few times when not using the shiner however after disconnecting few times can reconnect the liquidator without it being loose the instant my shiner connects it will disconnect because the usb is too loose now after calendar_month edit customer military_service reps have reached out to me offering me money to delete my reappraisal,67,3.0
8795,the enroll samara be weirdly determine the back lights do not stay on unless americium typing and the samara sticks function for employment not gaming it is too much fuss to return but will not buy again,37,5.0
6396,i love this shiner and the best matter about it is my favorite semblance rest manner is great matter and very colorful it must have,25,1.0
6707,this is exactly what was look for streamlined quiet and rechargeable,11,1.0
4987,i employment in fast paced setting being able to United_Nations pier and motion needed something small to transport this fut my motivation actually buy two may bargain more for my team,31,3.0
10670,great stand-in headsets,3,1.0
6589,interrupt after one calendar_month went to plug it in and the charging larboard pushed manner back inside the shiner and when open the shiner up to fix it the part had break off completely,34,5.0
818,the low visibility of the shiner can cause wrist and hired_hand fatigue_duty and unwanted accidental right_field clicks quiet as shiner literally repress clicks nice led light and rechargeable pretty good bargain for the average low monetary_value,36,2.0
9423,this klim saturation rechargeable radio gaming keyboard reduce durable ergonomic quiet raincoat silent keys backlit wireless keyboard for personal_computer postscript xbox one macintosh teclado gamer new adaptation is quality keyboard beloved the back lights on it very easy to character on and works perfectly like it very much and americium pleased with this leverage,54,4.0
11531,this headset is the worst for gaming no stereophonic so there is no deviation if the foe is on the right_field or left you can hear it as one audio the randomness cancellation is amazing to the detail you are screaming just so people can hear you talking normal sound timbre is ok besides that useless hanging usb chew for lights don have small mind and Don rich_person huge mind and it slide down off my ears after some clock_time it cubby for about an hour superintendent luminosity weight plastic debris when receive them thought what was in the corner was battalion of masks delay and save your money and bargain something that is actually worth your money for years to come,122,5.0
692,the shiner works great until it goes to sleep agggh then you have to shingle tap hard against your decoration so you don smash it to pieces or somersault the substitution back and Forth it quite irritating if it Washington as simple as on and off it would beryllium perfect,50,1.0
9613,Taiwan,1,4.0
13247,randomness cancellation is okay its not bad but its not amazing but overall the audio timbre is really good and the headphones feel very high timbre its really good for the monetary_value,32,5.0
2117,very nice merchandise,3,5.0
7187,iodine liked the fact it was slim and liked the lights on it,13,1.0
12476,not bad for the monetary_value the top region hits press points on the mind so you rich_person to motion it whwn you feel soreness Don twear them for longer than maybe hours so it kinda disappointing but prize for what pay is great not bad at all for temporary stage_set,50,5.0
16599,loudspeaker easily connects via blue tooth to your device hardy raincoat great loudspeaker to tote to the beach backyard pond all over your dwelling very easy to use and apparatus and fair monetary_value,33,5.0
4108,beloved it,2,1.0
11596,great timbre headset and sound lights are bright my boys historic_period and years old likes it,16,1.0
12819,works good mic stopped working but the seller Washington very quick in sending surrogate transcript good,16,4.0
11437,my grandson was so excited over his new headphones told me Washington the best gigi in the universe,18,4.0
13672,i have small mind but that isn anyone mistake it just doesn paroxysm well even on the smallest setting the ear pieces rest too low which probably wouldn be big topic but have glasses as well and it presses to hard on my glasses just think they could have designed it with more flex in the size expansion thingies is all otherwise its good,64,1.0
2694,iodine got this shiner for employment it works great however it need to beryllium charged and unfortunately it can be use with barrage it only usb charger so the only down slope of this if employment with it for days will need to charge it or it will die on and have to keep charging it in ur laptop to keep using it it unfortunately not for me and don like how it doesn rich_person barrage or dies fast,79,1.0
3282,it is ergonomic and love the semblance it works well and is pretty quiet when snap and scrolling,18,5.0
58,its nice shiner but not sure if its commodity for gaming,11,1.0
12091,for the monetary_value it is great,6,1.0
12333,this is awesome,3,5.0
12495,wouldn employment with xbox one returned for refund,8,5.0
16669,its loud clear and portable just what wanted,8,5.0
11728,first one mic muffle does not work returned got new one but same merchandise headset doesn employment going to return,20,5.0
7051,merchandise was defective,3,5.0
14266,it an adequate loudspeaker for this monetary_value detail ll screen the points addressed in other reviews but the short adaptation is the loudspeaker is fine do not feel like wasted money but if when buy another of these types of speakers it South_Korean_won be jbl it been at least years since ve bought one of these bt speakers and my last loudspeaker was just as loud clear monetary_value less had features that just worked and even come with lanyard for easy transport this matter would be hard to carry for person with small hands bulk and sound timbre it loud in board with no ambient randomness my music is mostly rock like metallica pantera white zombi like loud music and for my private agency it perfect ll mostly listen at bulk so can think but it nice to jam out sometimes at middle bulk level the audio is the best lows vs highs above one-half bulk the sea_bass tapers off and mostly just the highs be increase bulk Wise you could use this in an environment with ambient randomness like warehouse or kitchen but you would motivation to stay around if you want to really love what is playing after it probably going to audio more like randomness than music telephone connectivity is simple for music just push top push_button but not automatic for telephone calls like it Washington with my other loudspeaker had in the monetary_value detail there are some reviews that screen trouble-shoot this the manual certainly is no aid but it not what needed it for just liked it as nice slope feature_of_speech used sometimes with my last loudspeaker like this barrage animation be fine haven done complete testing on this it does have pretty significant barrage in it for the care your device choice but hour maybe at the lowest bulk playing nice simple music South_Korean_won need it for longer than hrs most of the clock_time so doubt this will come up as an topic for me there an app but it does very little for this loudspeaker most useful feature_of_speech be digital transcript of the horrible instructions that come with the loudspeaker thankfully for it main affair of bt connect and playing music it pretty basic and simple if you go the path of multiple speakers read the reappraisal for the app on how to brand that employment it is not intuitive it serial of linear steps which the instructions do not aid with and if you do it wrong all kinds of weird issues be reported in the reviews,425,5.0
14311,timbre is good dunno yet how heather the barrage animation is but just brand sure to charge before departure somewhere recommended,21,5.0
10176,becoming for the monetary_value it works as describe,8,2.0
15859,always loved these speakers and always will this one you re pay for more vocals than sea_bass still maginifico only trouble was my connectivity issues when first got this loudspeaker could base_on_balls through my firm with no problems now months later buzzword go steps literally out of scope from the loudspeaker without it skipping overall still great loudspeaker,58,5.0
5211,its good shiner and its different from your standard shiner like the fact it lights up,16,2.0
2167,the blueprint of this shiner is nice have small hands and this shiner be somewhat small and flat however it doesn rich_person very smooth motion used it for about an hour and disconnected it from my laptop,37,2.0
697,iodine purchased this radio mouse the first region of may it is now early July and it doesn employment anymore have charged it and it still doesn employment thriftlessness of money,31,1.0
4515,lightweight shiner easy to charge can use while charging and like the bluish_green semblance got with playfulness colors lighting up brand my agency employment and clock_time at the calculator feel little less boring comfortable to connect and works well with imac,41,5.0
15289,beloved it second purchased first one was so good it walked out of my firm on its own lol,19,5.0
10966,iodine bought these to replace my boyfriends old falling apart headphones and he love them he games every Nox and said that they where much comfier than his old ones,30,5.0
4965,works great for dwelling agency and gambling,7,5.0
17167,it stopped working after months can even return it,9,1.0
6645,this radio manner has nice sleek blueprint purchased the flatness blueprint beloved that the clicks are quieter than others didn remember it mattered that much but it Department_of_Energy no problems with cursor focal_ratio or connectivity love the variety of colors feels more expensive than it actually is excellent monetary_value,49,2.0
5112,the low visibility of the shiner can cause wrist and hired_hand fatigue_duty and unwanted accidental right_field clicks quiet as shiner literally subdued clicks nice led light and rechargeable pretty good bargain for the average low monetary_value,36,5.0
9456,forgot it was radio Washington even more extactic to get it,11,5.0
2562,i hate this shiner doesn arrest charged and sleep manner kicks in too quickly,14,1.0
10362,got these for using the mic mic does not work at all even when energy it closest to my mouthpiece you can hardly hear my articulation in recordings at all no topic how much violin with the settings dial pointless leverage luckily was able to get refund at least,49,1.0
5503,given to wife as endowment she loves it,8,1.0
10920,perfective for gambling observation shows on his arouse or listening to music,12,5.0
9286,love the lights,3,4.0
15316,iodine am in beloved with my loudspeaker,7,5.0
3624,shiner be great dicker Department_of_Energy everything it should do,9,5.0
3729,had it five days and it would not recharge threw it away,12,5.0
15512,slim manner with punch of timbre audio,7,5.0
10614,kiddo loved these for his personal_computer games he is it Washington great bargain and got great reviews bought these on calendar_month later and only one ear part works and the mic doesn employment anymore either can even tax_return them now because the tax_return windowpane closed literally days ago not impressed,50,5.0
1933,this shiner works really well the only matter is don spirit like the barrage lasts very long function it for employment and those be hour days of non stop calculator employment only become about days of function before have to recharge again,42,1.0
9636,iodine got this for gaming on my xbox one plug in the usb arranger and that it it works great great monetary_value for great merchandise and would purchase again great barrage animation also,33,5.0
6572,this shiner be wonderful and easy to use without shiner launching_pad which is big plus buy this to replace my old radio shiner because the usb chew is shorter and does stick out the slope of my laptop to far it is rechargeable and lasts for while thanks to the rest affair which is easy to passing from beloved that you can choose to have it light up and changes colors totally worth the bargain,75,1.0
15907,we use it in our recreational_vehicle great audio,8,4.0
9288,i actually use this keyboard for my workstation and it superintendent awesome love it and don know what else to say about this merchandise it super playfulness and it lights up when you rhenium typing and it awesome,38,2.0
17209,best little loudspeaker,3,5.0
4704,love the size of it,5,1.0
15376,got this for my forefather he loves it sounds damnnn good,11,5.0
16825,awesome very happy with the loudspeaker sounds much better than my brothers bose mini two portable loudspeaker,17,5.0
16360,we tried the care too small for our needs extreme_point was too much foundation the care be just right has lots of audio for an outdoor venue we are wanting to rich_person music at yet can be turned down to still hear the clearness of the instruments the barrage corset charged for days of playing definately hours or more we bought two to sync together for our outdoor gathering sphere we rich_person been quite happy with this exemplar,78,1.0
405,love this shiner got it to replace my logitech shiner because it was glitching you can beat the monetary_value for this one it light system_of_weights and the colors be nice,30,4.0
5630,iodine really loved the size and spirit as well as how quiet it was but it only lasted about months before it completely stool out and never worked again suppose it good short condition solution,35,5.0
12332,comfortable gaming headset to wear and feels very sturdy compared to others ve tried my class old be happy and can chat away with friends at reasonable bulk the expression is pretty slick too for the monetary_value,37,5.0
8092,very easy to use really like the light keyboard the monetary_value is great and it is very well made,19,5.0
10924,very well make for audio and mic but kind of hurts your mind after long time_period if you have big ears,21,5.0
13159,iodine liked that it have mic for gambling and the audio timbre was brilliant,14,5.0
12549,nice headset didn realize the led lights don come on once plugged into accountant from my know it hour_angle to beryllium plug in to an usb mercantile_establishment,27,5.0
9824,the first matchless they sent me Washington defective out of the corner klim was good enough to just send me replacement obviously this must be common topic the keyboard misses when am in the stream of typing consequently keep type passwords incorrectly to the detail have to type them in notepad then transcript and spread to ensure don become accounts lock or make mistake after mistake and have to type extremely slow to guarantee each samara be picked up the keyboard is unreliable don bargain it full arrest bought the keyboard in august black Friday is tomorrow so this keyboard is getting replaced,103,5.0
13825,buy these for my Son for Christmas and he love them these are the only headphones he uses highly recommend,20,5.0
12472,great headset at great monetary_value,5,5.0
5328,iodine was bit too busy with employment and educate and miss my windowpane to return this detail the timbre of the shiner and usb chew is just horrible order the shiner with importunity to get ability detail undertaking done for schooland had to run to local discount_rate shop to purchase another shiner because the usb part fell apart and after careful putt it back together the shiner won associate over got about minutes of function fromthis merchandise,77,1.0
16434,iodine use this at employment and it bumps love that can just toss it in my base and go with it even stage_set it up in my cable_car spill body_of_water in my base and of path the jbl was fine still learning new things about it haven test it outside yet but so far it perfect ve been using it for about almost months now,65,5.0
5809,we were using an Amazon basic shiner and after couple years it broke we upgraded to this shiner and my adolescent Son loves it he use it at educate with his laptop and love how the colors light up under it,41,1.0
15706,the audio timbre is perfect and the barrage animation be efficient for small loudspeaker bluetooth connectivity was great,18,5.0
5930,the first shiner lasted months and bought the same shiner to supplant it it died within sidereal_day of exploitation it buy cheap become cheap not worth trying to have it replace so am send it back for refund the first one worked great and have satisfying push_button chink pity it didn last very long,54,5.0
17303,very good timbre audio,4,5.0
11311,bash not buy the headset needs special arranger to even work thriftlessness of money,14,1.0
4160,iodine bought this for my daughter who received new laptop for Christmas she love the led lights it was easy to stage_set up and function works wonderfully,27,5.0
13621,very good option for your first couple of gaming headphones the audio is perfect and the mic timbre is very clean doesn hurt your mind after being worn for long clock_time either,32,5.0
7274,sleek Nice and holds care for long clock_time definitely recommend,10,5.0
6021,it was good shiner while it lasted but died on me suddenly months after purchasing purchased and died,18,1.0
3438,this be very good slick and easy to use mouse really like the colored lights the care lasts long clock_time have no cons and would buy again function this radio shiner with my dell all in one,37,1.0
6985,great merchandise shiner be exactly as advertised on the web_site highly recommended,12,2.0
13164,iodine love these headphones they re perfect for my postscript thanks,11,5.0
7996,regard you could select the semblance of the rgb luminosity it just cycles through all of them nothing in the instructions so it must only hertz besides that it nice super quiet chink clicking the coil steering_wheel is loud and hard though,42,5.0
17101,iodine can pair this with any connect plus loudspeaker lol so paor it with my hk Washington shocked they work together thst surprised made me even more happy,28,2.0
10889,iodine bought this headset few days ago and this is by far the worst headset rich_person ever owned the audio in plot is horrible and my friends can hear my in plot sounds though the headset also it hurts my ears the embroider be not very good can stand this headset threw mine in the rubbish and will be buying different one,62,5.0
11741,mic neverworked tried fuss shooting,5,5.0
15896,like being able to keep telephone care while using loudspeaker,10,5.0
4740,it does not motion correctly when you move the shiner the cursor doesn motion same matter when you click on something you have to chink million times before it opens up what your doing or stopping_point what your doing,39,5.0
6865,only used it times and went to turn it on and South_Korean_won ability up lasted days days past the tax_return clock_time they gave of days what thriftlessness of money thanks god it wasn much Don thriftlessness dollar on it,39,3.0
12478,great for the monetary_value sounds awesome,6,1.0
7533,while the shiner was ok at the beginning it is now lagging after about months of function ve have to ordering new shiner already to replace this matchless,28,3.0
8327,excellent,1,5.0
529,it plant smoothly and the colors be fun keeps charged for good while,13,5.0
9293,the key doesn employment pretty hard to do anything when pretty important letter is not able to be use,19,1.0
183,shiner works well and is good prize for the inexpensive monetary_value,11,4.0
10703,these headphones are not noise canceling not even little bit the audio feels off most of the clock_time and it is also uncomfortable,23,5.0
1618,it very cute but it slowdown and skips around batch unfortunately,11,1.0
10391,edit the caller did range out to me to tell me they are getting new supplier maybe the mic will work better for future customers they offered surrogate refund as well but have already buy new headset that works lot better they also tried to talk me into deleting the downstairs reappraisal but it was my honest know with the headset that received original reappraisal this work well for very short while but now the microphone is manner too quiet and cipher can hear me in discordance the audio timbre through the headphones is still good but can function it to plot with other people because they can hear me it such pity it also doesn have an choice to use the laptop microphone instead of the headset so can just use it for the headphones,136,5.0
4208,the shiner is amazing you can pick out diff colors and beloved how it glows rainbow greatest leverage ever,19,5.0
12223,great for it fit my mind really well and doesn touch at all sounds decent great discovery for so cheap,20,5.0
16775,soun good,2,5.0
8648,not going to lie not particularly impressed with this keyboard the chemical_reaction clock_time is not all that great but what is really annoying is that there is no admonition when the barrage be low so you can be playing plot and suddenly it stops working also no manner that have establish to Tell how charged it is,57,1.0
12932,iodine bought this to use as cheap racing headset to convey with my drivers and amazingly it works fantastic so far sound timbre and randomness cancel seems really good the real trial will be in couple weeks at my first subspecies,41,5.0
8729,great merchandise timbre,3,1.0
3730,love this shiner beloved that Don motivation to use batteries anymore it comfortable to use as well,17,1.0
2813,iodine was look for surrogate shiner as my old shiner stopped work properly when ordered this first receive shiner that make not work properly it travel into sleep manner every few seconds requiring me to switch it off and back on in ordering to work again for few seconds contacted the caller and they sent me surrogate which works perfectly,60,1.0
2675,it Washington very helped,4,5.0
2332,cordless shiner is okay out of the corner after few months of function it start to wear out now have to start double clicking to make sure it react to the icons chink on colors be still great it great not having to variety batteries it pretty much quite as far as clicking but as noted above it will still wear out sooner than expected,65,5.0
11749,good timbre comfortable fit great audio,6,4.0
15862,love it,2,5.0
10157,Department_of_Energy not come off his mind,6,1.0
1197,iodine love this shiner for all of one calendar_month it connected and worked perfectly however after one calendar_month of relatively light use the scroll steering_wheel stopped working of path this happened right after the tax_return windowpane closed now back to public_square one,42,1.0
3911,this shiner has very poor detector it will take several seconds to aftermath up after being inactive for spot and you sometimes have to click the dpi push_button or shiner buttons several times and shake the shiner for it to wake up the detector also can not move fast if try moving the shiner quickly the cursor gets very spastic and starts curving around the blind like deja vu is playing in the setting public_speaking of clicks the left_field shiner push_button double clicks quite spot the only matter this shiner has going for it is its blueprint even then the blueprint is uncomfortable since its so flat find better shiner please don anguish yourself with this,115,2.0
1382,iodine absolutely loved this shiner it work great the barrage lasted for days and it fit my hired_hand so well only give it low evaluation because after calendar_month and three days it quit working it will not turn on anymore,40,5.0
13485,sound timbre might motivation little spot of sea_bass but come on we are playing games not listening to music great in my public_opinion,23,5.0
17066,this loudspeaker works good enough for me unlike most bought this because it was directional loudspeaker function it while welding in the workshop and Don want everyone to rich_person to listen to my music too it stays away from me and can hear my music just fine the barrage will last all sidereal_day even at high bulk unless you try to charge your telephone with it got hrs with my telephone plugged in for one-half that clock_time without using it to charge my telephone got hrs out of it and it Washington only down one point out of overall the audio is decent worth the money if you get it on sale,112,1.0
3579,and on clock_time,3,4.0
4647,do not recommend bought it two months ago and the curler region already interrupt and it is now useless,19,1.0
8464,very good barrage animation especially when accidentally leave it on,10,2.0
9634,chew and maneuver windows had an topic with usb took it off of that larboard and everything has been great since,21,4.0
16423,i have always really liked jbl products so wasn hesitant when outgo the money on this one as always puts out great timbre music and hour_angle long battery animation pleased as ever with my leverage,35,5.0
16530,gets loud but establish on previous reviews assumed it would be loud sound timbre is decent however turned up it has problems don think you can become better sea_bass out of bluetooth loudspeaker this size however still want spot more,40,5.0
10900,my Son is gamer and he is very loud so these were perfect endowment for him,16,4.0
2149,good merchandise,2,5.0
5880,fully charged it still get_down cutting out within an hour of function and now doesn associate at all,18,4.0
13838,iodine liked the semblance,4,4.0
12280,this is an awesome headset for the monetary_value,8,5.0
2549,at dwelling for personal function,5,1.0
14824,it has excellent sound timbre and very pleased,8,1.0
14883,great audio for the prize sounds like your at live concert,11,5.0
8746,this worked ticket but you can change the light but after about workweek of function it close off and is dead even after charging every Nox batteries won care lights won come on checked the barrage with volt meter and it shows volts it South_Korean_won care,46,5.0
13575,great monetary_value for decent stage_set of gaming headphones,8,5.0
17204,sound timbre is amaze you don even have to bend up the bulk all the manner up to learn the sea_bass,21,5.0
3151,may as well just leave it connected to the calculator needs constant recharge,13,5.0
15933,absolutely love this loudspeaker timbre merchandise,6,5.0
16262,positives excellent loudspeaker for portability and barrage animation great for worry free music at the beach or around pond and they are loud great looking speakers that are small and very portable negatives audio lacks timbre if you just want loud good audio this loudspeaker will make happy if you rhenium look for timbre you will need to step it up to bigger jbl or different merchandise,67,5.0
714,yup,1,5.0
10562,it plant like it should originally thought it was broken and the seller reach out and fully refunded me but it turns out it was user mistake,27,5.0
14361,so loved this loudspeaker until it just gave up on me after nothing even close to twenty_dollar_bill hours of playtime advertised on Amazon pretty bad think going to return it,30,5.0
15992,love this loudspeaker great timbre audio and barrage animation worth every penny my only small ailment is wish there was some character of bait to procure it when on the river,31,5.0
2254,iodine find that not having to trust on barrage is relief the semblance variety is very nice,17,1.0
11396,it great as am able to learn my buddies and don have to hear my sisters talking mostly to play on my postscript,23,5.0
12213,my Son used these for weeks and they shortages out very disappointing they were endowment we tried signing up for the guarantee but had to jump through hoops sure we were even approved,33,5.0
17259,the best audio in portable loudspeaker,6,5.0
10949,once pull it out of the corner it sound worked but the mic did not peice of bullshit not worth the money,22,5.0
16214,iodine acknowledge that this isn the loudest loudspeaker jbl has to offer but with that organism state let me just say that for the size of this matter there is no better loudspeaker available time_period,35,5.0
2620,worked great after first care then became choppy and uncontrollable very disappointed in this shiner,15,2.0
549,iodine love the relief of function with this shiner the ability to charge it rather than constantly supplant batteries and to shut off or put to sleep the randomness it durable and perfect for my use and was able to get it in pinko,44,3.0
11527,thank you,2,1.0
7869,this shiner works great and love that it rechargeable just chew it in to my laptop for match hours and we re good to go,25,5.0
3303,it nice little shiner it actually pretty high timbre for how cheap it was,14,1.0
15563,buy for special endowment it was well received,8,5.0
16897,we bought two and work as expected so far,9,5.0
10869,are great stand up to daily use for hours,9,4.0
2763,iodine bought this shiner just over calendar_month ago and it has already stopped working awful merchandise and thriftlessness of money,20,1.0
8708,great keyboard nice slim colored works well customer military_service is outstanding caller really wants to ensure gratification,17,4.0
5129,if you re look for an inexpensive BASIC shiner this one be great the colors attention_deficit_disorder an extra playfulness dash,20,2.0
1138,this shiner us nit very comfortable keep hitting the push_button and bringing up pages Don want the cursor jumps sound the Page without my travel the shiner care doesn last long it fun to watch all of the flash colors,40,4.0
894,iodine love the blueprint and relief of function older so am used to using shiner this works perfectly,18,1.0
1776,the shiner is well built and works as intended the light-emitting_diode light is pretty cool measure above the daily muffle knit mouse out there,24,1.0
11282,it works and does everything you need it to the timbre of audio just isn there but it plant pretty good and will get you departure good newcomer headset if your wanting timbre you might want to get something better,40,5.0
16312,iodine assumed this loudspeaker had bulge and more than loudspeaker inside well was wrong big clock_time it speaker on the right_field and it only gets loud with bulk cranked all the manner up had aomias loudspeaker that bumped louder and Washington for only this loudspeaker is overpriced for what it offer only goo matter is the care larboard is usb which doesn interruption as easy as the criterion android larboard,70,5.0
14194,iodine get the loudspeaker and love it but won employment with the jbl app so can get the sea_bass up,20,5.0
10596,bought these after my kids interrupt my sony amber headset while these bash not have as great features at the gold headsets as Don crack as well sound timbre and randomness cancellation while also organism wireless expected measure down in timbre as was buying something to bare the price they might face until my kids and cats could learn to mind others things while they are measure down surprised at how much like them like the bulk control_condition on the cord rather than the headset so can see if it if motivation to and while not as great they do have some randomness cancellation there isn much foundation nor any environment audio features but for this monetary_value detail think that would be asking for too much overall happy with them and until feel the motivation to get more expensive couple these will be what function will definitely hold onto them as stand-in couple if ever do upgrade as well,159,1.0
5697,iodine buy this for my Son and it dies very fast and it does change colors by itself like it shows on here,23,1.0
5248,the championship of my military_post says batch also like how lightweight it be it very responsive to motion but not overly so it as good radio shiner as ve ever had,31,2.0
14419,loved it,2,5.0
6495,while the merchandise expression great it not very ergonomic for me noticed annoyance in my hands after only few days of usage not great for long time_period use,28,4.0
6210,its just literally not working at all charged it for three hours and connect the usb to the arranger and plugged it in to my macbook and it just does not work rich_person turned it on and off put the usb back in the shiner and tried again and again and it just will not employment instructions were absolutely useless since it just said to turn the shiner on and off,71,2.0
12958,works well and looks great,5,5.0
5635,this shiner came in handy when necessitate it most after my other one came up missing,16,5.0
5802,the radio shiner was great in the get_down weeks later it wouldn keep care when it did charge it would only employment if it was hook up to the charger on my laptop mean still couldn use it then would unplug it and lights get_down departure brainsick so would bend the substitution off and on to attempt and use it epic fail thriftlessness of my hard working money then they only give you certain sum of clock_time to return so basically it total personnel_casualty,84,1.0
5611,great most for extended casual function love that can recharge it and function it at the same clock_time so there no down clock_time or waisted batteries,26,1.0
10163,it works really well,4,5.0
2529,it needs to be charged daily as function it all sidereal_day at employment bash like the semblance changing light it brightens up my sidereal_day,24,5.0
3463,iodine had my shiner for about workweek and after exploitation it maybe multiplication it completely stopped moving around only things that plant on it is the buttons and the steering_wheel,30,1.0
3421,functional shiner but it is hard to click with fingers extra attempt needed which is not good probably South_Korean_won bargain this again,22,5.0
11751,a endowment for my grandson and he love them,9,5.0
6568,have been using the radio shiner now for few months and it is great leverage after charge it works for days also the focal_ratio be fantastic would highly recommend buying detail,31,5.0
10896,grandson really wish this as it works fine,8,5.0
9277,works fine easy to install and use but there be nothing quiet about this keyboard it clacks along just like regular one not advertise as quiet,26,2.0
3013,iodine have had this shiner for calendar_month and other than like the colors it is worthless have tried every kind of open and shiner launching_pad and the operation is very erratic tried recharge and it is no better and nowadays it just die in the center of rapid_climb merging was host am blush it and making bill to never purchase this trade_name again,63,5.0
6618,i love this shiner it fits my hands perfective use it batch and seaport had any problems,17,5.0
1298,this merchandise stopped work for me after two days it was fine but now it no longer charges and doesn even employment while it plugged in,26,2.0
5103,iodine ve have this shiner for about two months or less it does not employment will charge but only hold spot of ability for about minutes and fail,28,5.0
5168,purchased as an option to wired shiner along with having spare_part to throw in my employment base in event of issues ended up designating this shiner for function with my dwelling security_system arrangement and it working as expected no issues after the first care,44,5.0
13478,they have great audio and they feel super comfortable there not that base for monetary_value,15,4.0
15807,the absolute best blue_sky tooth loudspeaker money can buy crisp clear audio with hard hitting sea_bass can care your smart telephone and can withstand being submerged in body_of_water got great bargain on this bad male_child and bought the coolest semblance available so much ability in small torso jbl continues to deliver,51,5.0
14797,i own two care speakers that are still work well with my android telephone many years later bought this care for my beget who hour_angle just recently started using an iphone,31,2.0
6853,good if you want wireless shiner that plant for months otherwise buy something else,14,2.0
4513,the colors were great while it worked the steering_wheel interrupt and the usb fell apart when pulling it out of the calculator,22,5.0
2636,it works well looks pretty and very smooth to use good bargain,12,5.0
983,in the second workweek it stoped to work and the detail is very light wouldn never buy it again or from this seller,23,4.0
15970,it just great in everything good audio raincoat great bluetooth association definitely recommend it,14,4.0
1495,in less than months after purchasing the scroll steering_wheel stop working,11,1.0
14596,i employment in big garage this loudspeaker is little softy rich_person the first matchless that come out in ended up returning this and making my own bluetooth loudspeaker with the same sum of money running watts Rockford fosgate speakers jbl debris,41,5.0
14076,very good audio timbre can hear very clearly without setting randomness also like how the telegram is long enough so im not constantly pulling on it,26,4.0
14012,awesome timbre and great monetary_value,5,5.0
2963,when detail Washington plugged in it almost immediately melted the charging cable_television grateful that was close by and smelled the burn olfactory_property to unplug it before bad happened,28,1.0
7804,love it it so easy to manage give it out of to ll go for the for sure,18,3.0
10819,they have been being used daily since with no issues my Son is the main exploiter but ve borrow them few times and will beryllium order my own shortly,29,5.0
44,iodine got this less and two months ago and loved it until nowadays when it interrupt when touched the steering_wheel,20,2.0
6020,i rich_person macbook and this shiner required two plugins since take my macintosh with me the chances of these plugins being lost Washington annoyance,24,1.0
